ステーション名,住所,クラス,車種,コメント
ＡＬＴＥＲＮＡ横濱阪東橋,神奈川県横浜市南区高根町1-4,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
ＵＲ蒔田団地,神奈川県横浜市南区蒔田町841-1,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
アーバンパーク常盤台公園,神奈川県横浜市保土ケ谷区常盤台40,ベーシック,ルーミー 1000,
アーバンパーク常盤台公園第２,神奈川県横浜市保土ケ谷区常盤台40,ベーシック,ヤリスクロス（ハイブリッド）,ジュニアシートなし
ウィンベル西谷駅前,神奈川県横浜市保土ケ谷区西谷4-8,ベーシック,ルークス,ジュニアシートなし
タイムズ上星川モリヤマビル,神奈川県横浜市保土ケ谷区上星川3-1,ベーシック,アクア（ハイブリッド）,
タイムズ上星川モリヤマビル,神奈川県横浜市保土ケ谷区上星川3-1,ミドル,シエンタ（ハイブリッド）,ジュニアシートなし
タイムズ上星川モリヤマビル,神奈川県横浜市保土ケ谷区上星川3-1,ミドル,CX-30 2000（M-ハイブリッド）,
タイムズ仏向町第２,神奈川県横浜市保土ケ谷区仏向町94,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ仏向町第２,神奈川県横浜市保土ケ谷区仏向町94,ベーシック,ルーミー 1000,ジュニアシートなし
タイムズ仏向町第２,神奈川県横浜市保土ケ谷区仏向町94,ミドル,シエンタ（ハイブリッド）,
タイムズ仏向町第２,神奈川県横浜市保土ケ谷区仏向町94,プレミアム,セレナ,車両のトラブル、事故、無断延長などでご利用いただけない場合、同一車種での代替車両がご提供できません。あらかじめご了承ください。
タイムズ保土ヶ谷岡沢町,神奈川県横浜市保土ケ谷区岡沢町3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷岩井町,神奈川県横浜市保土ケ谷区岩井町243,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷岩間町,神奈川県横浜市保土ケ谷区岩間町2-101,ベーシック,ヤリス（ハイブリッド）,
タイムズ保土ヶ谷岩間町,神奈川県横浜市保土ケ谷区岩間町2-101,ミドル,シエンタ（ハイブリッド）,
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ベーシック,MAZDA3 5HB 1500,
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ミドル,シエンタ（ハイブリッド）,ジュニアシートなし
タイムズ保土ヶ谷岩間町第２,神奈川県横浜市保土ケ谷区岩間町2-181,ミドル,CX-30 2000（M-ハイブリッド）,
タイムズ保土ヶ谷明神台,神奈川県横浜市保土ケ谷区明神台2,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ保土ヶ谷明神台,神奈川県横浜市保土ケ谷区明神台2,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷権太坂,神奈川県横浜市保土ケ谷区権太坂1-50,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ保土ヶ谷町第２,神奈川県横浜市保土ケ谷区保土ケ谷町1-68,ベーシック,ヤリス（ハイブリッド）,
タイムズ保土ヶ谷町第２,神奈川県横浜市保土ケ谷区保土ケ谷町1-68,ミドル,C-HR（ハイブリッド）,
タイムズ保土ヶ谷霞台,神奈川県横浜市保土ケ谷区霞台48,ベーシック,N BOX,
タイムズ保土ヶ谷霞台,神奈川県横浜市保土ケ谷区霞台48,ベーシック,ハスラー,
タイムズ保土ヶ谷霞台,神奈川県横浜市保土ケ谷区霞台48,ベーシック,ヤリス（ハイブリッド）,ジュニアシートなし
タイムズ保土ヶ谷霞台,神奈川県横浜市保土ケ谷区霞台48,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ保土ヶ谷霞台,神奈川県横浜市保土ケ谷区霞台48,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ保土ヶ谷霞台第２,神奈川県横浜市保土ケ谷区霞台3-31,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ保土ヶ谷霞台第２,神奈川県横浜市保土ケ谷区霞台3-31,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ和田町駅入口,神奈川県横浜市保土ケ谷区和田2-7,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ和田町駅入口,神奈川県横浜市保土ケ谷区和田2-7,ベーシック,フィット,
タイムズ和田町駅入口,神奈川県横浜市保土ケ谷区和田2-7,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ベーシック,アクア（ハイブリッド）,
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ベーシック,アクア（ハイブリッド）,
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ベーシック,MAZDA3 5HB 1500,
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ和田第３,神奈川県横浜市保土ケ谷区和田2-8,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ坂本町第２,神奈川県横浜市保土ケ谷区坂本町30,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ坂本町第２,神奈川県横浜市保土ケ谷区坂本町30,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ坂本町第２,神奈川県横浜市保土ケ谷区坂本町30,ミドル,シエンタ,NSP170G型/NCP175G型（2015年-2022年）
タイムズ境木本町,神奈川県横浜市保土ケ谷区境木本町51,ベーシック,MAZDA2,DJ型（2019年-2023年）
タイムズ天王町,神奈川県横浜市保土ケ谷区天王町1,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ天王町,神奈川県横浜市保土ケ谷区天王町1,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ天王町,神奈川県横浜市保土ケ谷区天王町1,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズ天王町,神奈川県横浜市保土ケ谷区天王町1,ミドル,CX-30 2000（M-ハイブリッド）,
タイムズ天王町第２,神奈川県横浜市保土ケ谷区天王町1,ベーシック,ハスラー,
タイムズ天王町第４,神奈川県横浜市保土ケ谷区天王町1-24,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズ天王町第６,神奈川県横浜市保土ケ谷区天王町2-38,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ天王町第６,神奈川県横浜市保土ケ谷区天王町2-38,ベーシック,ルーミー 1000,
タイムズ天王町第７,神奈川県横浜市保土ケ谷区天王町1-30,ベーシック,アクア（ハイブリッド）,
タイムズ天王町第７,神奈川県横浜市保土ケ谷区天王町1-30,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ天王町第７,神奈川県横浜市保土ケ谷区天王町1-30,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ天王町第７,神奈川県横浜市保土ケ谷区天王町1-30,ミドル,シエンタ（ハイブリッド）,
タイムズ天王町第９,神奈川県横浜市保土ケ谷区天王町2-36,ベーシック,スイフト(ハイブリッド/1200cc),
タイムズ天王町駅前第３,神奈川県横浜市保土ケ谷区岩間町1-7,ベーシック,MAZDA3 5HB 1500,
タイムズ天王町駅前第３,神奈川県横浜市保土ケ谷区岩間町1-7,ベーシック,ライズ,A200A型（2019年-2021年）
タイムズ宮田町,神奈川県横浜市保土ケ谷区宮田町2-158,ベーシック,ノート e-POWER,ジュニアシートなし
タイムズ宮田町,神奈川県横浜市保土ケ谷区宮田町2-158,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ横浜保土ケ谷中央病院,神奈川県横浜市保土ケ谷区釜台町43-1,ミドル,シエンタ（ハイブリッド）,ジュニアシートなし
タイムズ法泉３丁目,神奈川県横浜市保土ケ谷区法泉3-15,ベーシック,MAZDA2,
タイムズ法泉３丁目,神奈川県横浜市保土ケ谷区法泉3-15,ベーシック,ノート e-POWER,
タイムズ法泉３丁目,神奈川県横浜市保土ケ谷区法泉3-15,ベーシック,ヤリス（ハイブリッド）,
タイムズ法泉３丁目,神奈川県横浜市保土ケ谷区法泉3-15,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年） ジュニアシートなし
タイムズ瀬戸ヶ谷町,神奈川県横浜市保土ケ谷区瀬戸ケ谷町3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ瀬戸ヶ谷町,神奈川県横浜市保土ケ谷区瀬戸ケ谷町3,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
タイムズ西谷駅前第２,神奈川県横浜市保土ケ谷区西谷町893,ベーシック,ウェイク,
タイムズ西谷駅前第２,神奈川県横浜市保土ケ谷区西谷町893,ベーシック,ノート,
タイムズ西谷駅前第２,神奈川県横浜市保土ケ谷区西谷町893,ミドル,フリード,ジュニアシートなし
タイムズ釜台町,神奈川県横浜市保土ケ谷区釜台町45,ベーシック,ウェイク,
タイムズ釜台町,神奈川県横浜市保土ケ谷区釜台町45,ベーシック,アクア（ハイブリッド）,NHP10型（2011年-2021年）
タイムズＹＢＰ前第３,神奈川県横浜市保土ケ谷区神戸町109,ベーシック,ヤリスクロス（ハイブリッド）,
タイムズＹＢＰ前第４,神奈川県横浜市保土ケ谷区神戸町152,ベーシック,アクア（ハイブリッド）,
タイムズＹＢＰ前第４,神奈川県横浜市保土ケ谷区神戸町152,ベーシック,オーラ e-POWER,
タイムズＹＢＰ前第４,神奈川県横浜市保土ケ谷区神戸町152,ベーシック,フィット（ハイブリッド）,
プレディア横浜三ツ沢,神奈川県横浜市保土ケ谷区岡沢町80,ベーシック,ルーミー 1000,
ルピナス西谷,神奈川県横浜市保土ケ谷区新井町456-3,ベーシック,フィット,ジュニアシートなし
ルミエール西谷,神奈川県横浜市保土ケ谷区西谷4-4,ベーシック,アクア（ハイブリッド）,ジュニアシートなし
上星川２丁目月極,神奈川県横浜市保土ケ谷区上星川2-471,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
仏向町駐車場,神奈川県横浜市保土ケ谷区仏向町510,ベーシック,ソリオ,
保土ケ谷区川島町月極,神奈川県横浜市保土ケ谷区川島町1050,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
保土ケ谷区東川島町,神奈川県横浜市保土ケ谷区東川島町13,ベーシック,ヤリスクロス（ハイブリッド）,
保土ケ谷区桜ケ丘マンション,神奈川県横浜市保土ケ谷区桜ケ丘2-1,ベーシック,MAZDA2,
和田町駅前駐車場,神奈川県横浜市保土ケ谷区星川3-6,ベーシック,MAZDA2,DJ型（2019年-2023年） ジュニアシートなし
和田町駅前駐車場,神奈川県横浜市保土ケ谷区星川3-6,ベーシック,フィット（ハイブリッド）,ジュニアシートなし
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,ベーシック,アクア（ハイブリッド）,
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,ベーシック,フィット,
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,ベーシック,ヤリス（ハイブリッド）,MXPH10型/MXPH15型（2021年-2023年）
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,ベーシック,ライズ,A200A型（2019年-2021年）
和田２丁目月極,神奈川県横浜市保土ケ谷区和田2-17,プレミアム,ノア（ハイブリッド）,
坂本町月極,神奈川県横浜市保土ケ谷区坂本町186,ベーシック,MAZDA2,ジュニアシートなし
天王町第８月極駐車場,神奈川県横浜市保土ケ谷区天王町2-45,ベーシック,ハスラー,
